Muestreo,Fecha,Hora,Fecha,ZT,Notas,Promedio,CTL1,CTL2,CTL3,CTL4,CTL5,CTL6,CTL7,CTL8,APS1,APS2,APS3,APS4,APS5,APS6,APS7,APS8,RPS2,RPS3,RPS4,RPS5,RPS6,RPS7,RPS8,,,,,,,,
337,,,03/02/2022 12:55,0,,,38.125,37.625,37.25,38.375,37.875,38,37.5,38.25,37.5,37.625,36.375,37.25,37,36.625,38.375,37.375,37.375,38.25,37.25,38,38,36.875,38,,,,,,,,
338,,,03/02/2022 13:25,0.5,,,37.875,37.875,37.125,38.25,37.75,37.625,37.25,37.875,37.625,37.75,36.375,37,37.125,37.375,38.125,37.375,37.25,38.5,37.125,37.5,37.25,37.375,37.625,,,,,,,,
339,,,03/02/2022 13:55,1,,,37.75,37.25,37.125,37.375,37.125,37.625,37.5,37.625,37.75,37.125,36.25,37.375,36.875,37.375,37.875,37,37.25,38.5,37.5,37.625,37.75,36.625,37.125,,,,,,,,
340,,,03/02/2022 14:25,1.5,,,37.375,37.25,37.25,37,37.375,37.875,37.25,37.625,37.25,37.25,36.375,37,36.625,37.25,37.875,37.25,37.375,38.375,37.375,37.375,38,36.75,37.75,,,,,,,,
341,,,03/02/2022 14:55,2,,,37.25,36.75,37.375,37.5,37.375,37.5,36.875,37.5,37.25,37.375,37.5,37.375,37.375,37.375,37.625,37.125,37.25,38.25,37.375,37.5,37.75,36.625,37.25,,,,,,,,
342,,,03/02/2022 15:25,2.5,,,37.25,37.125,36.75,37.25,37.375,37.375,36.75,37.75,37.625,36.875,37.375,37.125,36.75,37.25,38.25,37.375,37.625,38.25,37.25,37,37.75,37.125,37.375,,,,,,,,
343,,,03/02/2022 15:55,3,,,37.375,37.25,38,37.375,37.25,37.5,37,37.875,37.5,37,36.5,37.125,37.125,38,37.625,37.375,37.5,38.25,37.625,37.5,37.625,37,37.5,,,,,,,,
344,,,03/02/2022 16:25,3.5,,,37.375,37.5,37.75,37.25,37.125,37.875,37.125,37.875,37.375,37.125,36.375,37,36.5,37.5,37.625,36.875,37.375,37.75,37.625,37.625,37.75,36.625,37.625,,,,,,,,
345,,,03/02/2022 16:55,4,,,37.25,38.25,37.25,37.875,37.25,37.75,37.125,38,37.5,37.375,36.375,38.625,37.125,37.5,37.875,37.375,37.625,37.875,37.75,38,37.5,36.625,38,,,,,,,,
346,,,03/02/2022 17:25,4.5,,,37.5,37.625,37.375,37.625,37.25,37.625,37.125,37.875,37.375,37.25,36,38,36.875,36.625,37.875,37.125,37.375,38.5,37.625,36.75,37.75,37.125,37.5,,,,,,,,
347,,,03/02/2022 17:55,5,,,37.375,37.375,37.375,37.25,37.375,37.875,36.75,37.75,37.625,37.625,36.625,37.5,36.875,37.25,37.5,37.375,37,38.375,37.5,37.125,37.375,37,37.75,,,,,,,,
348,,,03/02/2022 18:25,5.5,,,37.25,37.375,37.25,37.75,37.25,37.875,37.125,37.625,37.5,37.375,36.5,37.375,37.25,37.375,37.625,36.375,37.125,37.875,37.25,37,37.375,37.25,37.75,,,,,,,,
349,,,03/02/2022 18:55,6,,,37.25,37.25,37.375,37.375,37.25,37.875,37.125,37.625,37.75,37.25,36.125,37.25,37,37.25,37.625,36.75,37.25,38,37.5,37.25,37.5,37.25,37.625,,,,,,,,
350,,,03/02/2022 19:25,6.5,,,37.625,37.625,37.375,37.5,37.375,37.625,37,37.625,37.75,37.375,37.25,37.25,36.75,36.625,37.625,37.25,37.125,38,37.75,37.75,38,36.75,37.625,,,,,,,,
351,,,03/02/2022 19:55,7,,,37.625,37.375,37.375,37.375,37.5,37.75,37.125,37.875,37.75,37.75,36,37.5,37.25,37.625,37.75,36.75,37,37.875,37.75,37.625,37.75,37.25,37.5,,,,,,,,
352,,,03/02/2022 20:25,7.5,,,37.625,37.375,37.5,36.625,37.25,38.375,37.25,37.625,37.875,37.625,36.25,37.75,36.625,37.125,37.375,37.25,37.375,37.75,37,37.875,37.25,37,37.5,,,,,,,,
353,,,03/02/2022 20:55,8,,,37.375,37.375,38,37.625,37.375,37.375,37.125,37.5,38,37.75,36.125,37.125,37.25,37.875,37.5,37,37.25,38.125,37.5,38.125,37.5,37,37.5,,,,,,,,
354,,,03/02/2022 21:25,8.5,,,37.625,37,37.75,37.25,37.375,37.625,36.875,37.25,37.375,37.75,36.875,37.5,36.75,37.625,37.5,37.5,37.25,37.75,37.375,38.25,37.25,36.75,37.625,,,,,,,,
355,,,03/02/2022 21:55,9,,,37.375,37.875,37.875,38.75,37.125,37.75,37.625,37.25,37.375,37.5,36.75,37.125,36.875,37.5,38,36.625,37.125,38,37.75,38.125,37.75,38,37.625,,,,,,,,
356,,,03/02/2022 22:25,9.5,,,37.375,37.5,38,38,37.5,38,37.75,38.5,37.5,37.375,37,37.25,36.875,37.125,37.625,37.125,37.125,38,37.625,38,37.625,37.375,37.25,,,,,,,,
357,,,03/02/2022 22:55,10,,,37.625,37.125,37.875,37.25,37.25,38,37.5,37.875,37.75,37.625,36.625,37,36.875,37.5,37.375,37.875,37.625,37.875,37.25,37.875,37.375,37.375,37.875,,,,,,,,
358,,,03/02/2022 23:25,10.5,,,37.625,37.5,38,37.125,37.375,37.875,37.375,37.75,37.875,37.25,36.5,37.25,37.625,37.375,37.5,37.25,37.375,37.75,37.625,37.5,37.125,36.875,37.75,,,,,,,,
359,,,03/02/2022 23:55,11,,,38.25,37.625,37.875,37.5,37.5,37.875,37.25,37.75,37.875,37.375,36.25,37.375,36.875,37.375,37.5,37.125,37,37.875,37.75,36.75,37.125,37.125,37.5,,,,,,,,
360,,,04/02/2022 00:25,11.5,,,38,37.625,37.625,37.75,37.625,37.875,37.25,37.75,38,37.75,36,37.125,36.875,38.25,37.75,37.125,37,37.875,37.375,37.125,37.25,37.5,37.875,,,,,,,,
361,,,04/02/2022 00:55,12,,,38,38,37.625,38.75,37.375,37.625,37.5,37.625,38.25,38.5,37.125,37.875,36.75,38.75,37.375,36.75,37.5,37.75,37.625,38.25,37.125,37.625,38.125,,,,,,,,
362,,,04/02/2022 01:25,12.5,,,37.625,37.625,37.75,38.125,37.75,38,37.875,37.75,38.125,38.125,37,37.875,37.875,38.5,37.5,37.875,37.375,38.5,37.75,38,37.875,38.25,37.875,,,,,,,,
363,,,04/02/2022 01:55,13,,,38,37.125,38.625,37.5,37.5,38.5,38.375,38.125,37.75,38,37,38,37.625,37.875,37.75,37.625,37,38.25,38.25,37.5,37.25,38,37.875,,,,,,,,
364,,,04/02/2022 02:25,13.5,,,38,37.75,37.875,37.5,38.125,37.75,37.75,37.875,38,38.125,37.125,38.25,38.125,38.5,38.125,37.125,37,38,38.125,37.625,37.75,37.25,37.875,,,,,,,,
365,,,04/02/2022 02:55,14,,,37.5,38.25,37.875,37.875,37.625,38.25,37.125,38,38,38.125,37.5,37.625,37.625,38.25,38.25,37.75,37.375,37.75,37.75,37.875,37.625,37.5,38.25,,,,,,,,
366,,,04/02/2022 03:25,14.5,,,37.625,38.25,37.875,38,38,38,37.75,37.75,38.125,37.375,37.25,38,37.75,38.75,37.75,37.875,39,38.125,38.125,38,37.125,37.75,38.25,,,,,,,,
367,,,04/02/2022 03:55,15,,,38.25,37.75,38.75,38.375,37.75,38.375,37.625,37.5,38.25,38.625,37.125,38.5,37.625,38.125,38.125,37.875,38.125,38.5,38.375,38.125,38,37.125,38.5,,,,,,,,
368,,,04/02/2022 04:25,15.5,,,38.25,38.25,38.375,38.75,37.875,38.25,37.75,38.125,38.25,38.375,38.125,37.75,38.375,38.5,37.875,38.5,38,39.125,38.25,38.25,37.5,37.375,38.25,,,,,,,,
369,,,04/02/2022 04:55,16,,,38.125,38,38.5,38.125,38.25,38.625,38,38.375,38.5,38,37.25,38.125,38,39,37.625,39.375,38.125,39.125,37.5,38.875,38.125,37.625,37.75,,,,,,,,
370,,,04/02/2022 05:25,16.5,,,38.125,38.5,37.875,37.875,38.125,38.25,38.125,38.75,37.875,38.25,37.5,38.5,38.375,38.75,38.5,38.125,38.375,38.5,37.5,38.125,38.375,37.375,38.125,,,,,,,,
371,,,04/02/2022 05:55,17,,,38.375,38.125,38.375,38.875,38.25,38.125,38,38.5,38.5,38.375,38,38,38.5,38.625,37.75,38.25,37.875,38.875,37.875,38.125,38,37.875,38.25,,,,,,,,
372,,,04/02/2022 06:25,17.5,,,38,37.875,38.625,38.375,38.5,38.25,37.75,38.125,38.25,37.75,37.5,38,37.875,38.25,38,38.25,37.75,39.125,38.625,38.125,38.125,37.5,38.25,,,,,,,,
373,,,04/02/2022 06:55,18,,,37.875,38.625,37.75,38.375,38.375,38.25,38.375,38.25,38.625,37.75,37.75,38.75,37.625,37.875,37.75,37.875,37.75,38.5,37.875,37.875,37.375,37.875,38,,,,,,,,
374,,,04/02/2022 07:25,18.5,,,38.625,37.625,37.625,37.75,38.125,38.25,38,38.25,38.5,38.625,37.25,38.5,38.375,38.125,37.75,38.25,38.125,38,37.875,38.125,37.5,37.25,38.5,,,,,,,,
375,,,04/02/2022 07:55,19,,,37.75,37.875,37.75,38.125,37.875,38.5,37.625,37.625,38.625,38.25,37.875,38.875,38.375,39,37.75,38.625,38,37.875,38.125,37.875,37.875,37.125,38.5,,,,,,,,
376,,,04/02/2022 08:25,19.5,,,37.875,38.125,38.125,38.375,38.125,38,37.25,38.125,38.25,37.75,37.75,38,38,39.25,38.375,38.625,37.625,37.75,37.625,39.125,38,37.25,38.5,,,,,,,,
377,,,04/02/2022 08:55,20,,,38.25,38.625,38,38.125,38.25,38.25,37.875,38,38.5,37.875,37,37.75,38.5,38.75,38.5,38,37,37.5,38.375,38,37.75,37.125,38.375,,,,,,,,
378,,,04/02/2022 09:25,20.5,,,38.125,37.75,38.375,37.875,38.125,38.125,38,37.5,38.625,38.5,37.375,37.625,38.125,37.875,38,37.875,37,37.75,38.25,38.25,38,37.375,38.25,,,,,,,,
379,,,04/02/2022 09:55,21,,,38.5,37.625,38.375,37.75,38.125,38.25,37.625,37.5,37.625,38.375,37.5,37.875,37.875,37.25,38.125,38.125,37.125,38,38.5,38.375,38.375,37.25,38.125,,,,,,,,
380,,,04/02/2022 10:25,21.5,,,37.875,37.75,39,38.125,37.625,37.875,37.25,38,38.5,38.5,37.875,38,38.375,37.25,38.125,38,38.125,38.125,38.375,37.75,37.875,37.5,38.625,,,,,,,,
381,,,04/02/2022 10:55,22,,,38.25,38.875,38.625,38.625,38.375,38.375,37.875,38,38.375,37.5,37.25,37.75,38.375,38,38.125,38.5,38.125,37.875,37.875,37.375,37.625,37.25,38.75,,,,,,,,
382,,,04/02/2022 11:25,22.5,,,38.125,38.375,38.125,37.875,38.25,38,37.375,38,38.25,38,37.125,37.75,37.875,38.375,38.25,38.5,37.75,38.5,37.5,38.125,38.625,37,38.25,,,,,,,,
383,,,04/02/2022 11:55,23,,,37.75,37.875,38.125,37.5,38.25,38,37.25,37.75,37.875,37.875,36.75,38.375,37.75,38,38.5,37.75,37.75,38.5,38.625,38.875,38,37.375,38.375,,,,,,,,
384,,,04/02/2022 12:25,23.5,,,37.875,38.125,37.875,38.25,37.875,37.625,37.75,37.875,37.5,36.875,37,37.5,37.75,37.625,38.125,38.125,37.75,38,37.75,38.25,37.625,37.5,38.5,,,,,,,,
385,,,04/02/2022 12:55,0,,,37.375,37.875,37.875,38.125,37.125,38.375,36.875,38,37.25,37.25,36.875,37.375,37,37.25,38,37.25,37.375,38.375,37.625,38,38.25,37,37.75,,,,,,,,
386,,,04/02/2022 13:25,0.5,,,37.125,37.625,37.75,37.375,37.625,37.75,37.125,37.75,37.75,37.375,36.625,37.25,37.5,37.5,37.75,37.375,37.375,38.25,37.625,37.875,37.5,37.375,38,,,,,,,,
387,,,04/02/2022 13:55,1,,,37,36.875,37.5,37.125,37.25,37.5,37,37.75,37.5,37.625,36.25,37.375,37,37,37.75,37.5,37.625,38.625,37.75,37.625,37.875,37,38,,,,,,,,
388,,,04/02/2022 14:25,1.5,,,37.125,37,37.75,36.875,37.375,37.375,36.5,37.25,37.625,37.375,36.375,37.25,37.125,37.375,37.25,37.375,37.5,38.125,37.625,37.625,37.5,36.75,38,,,,,,,,
389,,,04/02/2022 14:55,2,,,37,36.75,37.375,37.375,37.5,37.5,36.75,37.625,37.875,37.125,36.625,37.25,37.5,37.25,37.375,37.625,37.625,37.75,37.75,37.5,37.75,37,37.75,,,,,,,,
390,,,04/02/2022 15:25,2.5,,,37.125,37.75,37.375,37,37.125,37.375,36.5,38.125,37.25,37.375,37.625,37.5,37.625,37.5,37.25,37.5,38,38,37.5,37.875,38.5,37.875,38.125,,,,,,,,
391,,,04/02/2022 15:55,3,,,37.125,37.5,37.25,37.375,37.375,37.375,37.375,37.875,37.5,37.5,37.125,37.5,37.375,38,37.5,37,37.75,38.25,38.125,38.375,38.125,37.25,38,,,,,,,,
392,,,04/02/2022 16:25,3.5,,,37.125,37.625,37.75,37.125,37.25,37.375,36.75,37.875,37.375,37.375,36,37.625,37.25,37.625,37.75,37,37.75,38,37.875,37.875,37.875,37.5,38.125,,,,,,,,
393,,,04/02/2022 16:55,4,,,37,38.125,37.5,37.125,37.375,37.875,36.875,37.25,37.625,37.5,36.625,37.75,37.25,37.25,37.625,37.375,37.875,38,37.625,39.125,37.75,37.125,37.75,,,,,,,,
394,,,04/02/2022 17:25,4.5,,,37,37.5,37.75,37.25,37.125,37.625,36.375,37.625,37.5,37.5,36.25,37.5,37.375,37.25,37.375,37.375,37.625,38,37.625,37.75,37.75,37.25,37.75,,,,,,,,
395,,,04/02/2022 17:55,5,,,36.875,37.5,37.5,37.75,37.5,37.5,36.875,37.25,37.375,36.875,36.375,37.375,37.25,37.625,37.5,37,37.5,37.875,37.625,37.875,38,37.375,37.875,,,,,,,,
396,,,04/02/2022 18:25,5.5,,,37.125,37.625,37.375,37.375,37.5,37.5,36.625,37.375,37.375,37.625,36.375,37.375,37.25,37.125,37.125,37.375,37.75,38.125,37.625,37.5,37.875,37.5,37.875,,,,,,,,
397,,,04/02/2022 18:55,6,,,37,37.125,37.25,37.375,37.125,37.125,36.75,37.375,37.5,37.375,36.75,37.25,37,37.125,37.25,37.5,37.5,38,37.625,37.25,37.625,37.75,37.75,,,,,,,,
398,,,04/02/2022 19:25,6.5,,,37,37.5,37.625,37,37.25,37.25,36.625,37.5,37.375,37.125,36.375,37.25,37,37.25,37.125,37.375,37.5,37.75,37.5,37.75,37.75,37,37.5,,,,,,,,
399,,,04/02/2022 19:55,7,,,36.5,36.875,37.375,36.625,37.25,37,35.625,37.375,37.5,38,36.5,37.25,37.25,37.75,37.125,37.5,37.25,37.75,37.75,37.875,37.75,37.125,37.5,,,,,,,,
400,,,04/02/2022 20:25,7.5,,,37.375,38.75,38.125,38.375,37.375,37.875,37.75,37.625,37.375,37.75,36.5,37.125,37.125,37.25,37.375,37.25,37,37.75,37.75,37.5,37.625,37.375,37.875,,,,,,,,
401,,,04/02/2022 20:55,8,,,37.125,38.125,37.375,38,36.875,38.25,37.75,38.125,37.75,37.5,36.375,37.5,38,37.375,37.25,37.5,37.25,38.25,37.25,37.5,37.25,37,37.625,,,,,,,,
402,,,04/02/2022 21:25,8.5,,,37.875,38,37.875,37.75,36.75,38,37.125,38.375,37.75,37,36.25,37.5,37,37.25,37.25,37,37,38,37.625,37.25,37.125,37.25,37.375,,,,,,,,
403,,,04/02/2022 21:55,9,,,38,37.5,37.875,37.5,37.25,37.875,36.875,37.75,37.75,37.5,36.125,37,36.75,37.75,37.5,37.375,37.125,37.375,37.625,37.5,37.375,37.5,37.75,,,,,,,,
404,,,04/02/2022 22:25,9.5,,,38,37.625,37.5,37.875,37.5,37.75,37.25,38.125,37.625,37.5,36.125,37.25,37,37.75,37.375,37,37.25,37.375,37.75,39,38.125,37.625,37.625,,,,,,,,
405,,,04/02/2022 22:55,10,,,38,37.5,37.25,37.375,37.375,37.625,36.5,37.75,38.25,36.75,35.875,37.875,37.375,37.75,36.875,37.125,37.25,37.75,37.625,38,37.375,37.5,37.25,,,,,,,,
406,,,04/02/2022 23:25,10.5,,,37.875,37.5,37.25,37.625,37.625,37.75,36.75,37.875,37.75,36.875,36.125,37.875,37,37.75,37.625,37.875,37.25,37.875,37.75,37.75,37.625,37,37.625,,,,,,,,
407,,,04/02/2022 23:55,11,,,37.875,37.5,37.375,37.5,37.5,38.625,37.375,37.75,37.75,37.375,36.875,37.375,36.875,37.625,37.625,37.125,36.875,38,37.75,37.625,37,37.375,37.5,,,,,,,,
408,,,05/02/2022 00:25,11.5,,,38,37.5,37.625,37.625,37.125,38,36.375,38,38.125,37.375,36.375,37.625,37.125,37.25,37.5,37.125,37,37.875,37.5,37.25,37.625,37.5,37.625,,,,,,,,
409,,,05/02/2022 00:55,12,,,37.75,37.375,37.625,37.75,37.75,38.375,37.375,37.375,38,38.375,37,37,37.875,38.125,37.125,36.75,37.375,37.375,37.5,37.625,37.375,37.625,38,,,,,,,,
410,,,05/02/2022 01:25,12.5,,,38.75,38,37.875,38.625,38.375,38.125,37.25,37.25,38,37.5,36.625,38.25,37.875,38.375,37.25,37.875,38.25,38.375,38.25,38.375,37.375,37,37.375,,,,,,,,
411,,,05/02/2022 01:55,13,,,38.125,38.125,38.25,37.625,37.75,37.875,37.375,38.125,37.875,37.5,36.75,37.625,37.75,37.625,37.5,37.25,38,38.25,38.125,38.25,36.625,37.125,38.125,,,,,,,,
412,,,05/02/2022 02:25,13.5,,,38.25,37.5,37.625,37.75,37.125,37.875,37.25,37.625,38.25,38.125,37.625,37.875,37.5,38,38.75,37.125,37.625,38.125,38.75,37.375,36.375,37.5,37.875,,,,,,,,
413,,,05/02/2022 02:55,14,,,38,38.25,37.625,37.5,38.125,37.625,37.5,37.625,38.375,38.375,37.25,38.5,37.625,37.625,37.625,37.25,37.625,38,38.125,37.75,37.25,37.375,38.25,,,,,,,,
414,,,05/02/2022 03:25,14.5,,,38.25,38.125,38.125,38.75,37.625,38.125,37.75,37.625,38.5,37.75,37.5,37.875,37.375,38,38.25,37.75,37.625,37.875,37.75,37.625,37.125,37.5,38.125,,,,,,,,
415,,,05/02/2022 03:55,15,,,37.875,37.875,38.875,38,37.875,38.25,37.75,38.25,38.375,38.75,37.25,37.75,38.25,38.25,38.25,37.875,37.375,38.125,38.375,37.5,38,37.25,37.75,,,,,,,,
416,,,05/02/2022 04:25,15.5,,,38.125,38,38.375,37.625,37.75,38.375,37.75,38.25,38.375,38.5,37.25,38.375,37.75,38.125,37.875,37.875,37.625,38.5,38.125,37.625,37.5,37.625,38,,,,,,,,
417,,,05/02/2022 04:55,16,,,38.125,38.125,38.375,38.75,37.375,38.75,37.5,37.625,38.625,38.625,37,38,38.375,38.75,39,37.375,37.75,38.375,38.125,38.75,37.875,37.125,38.375,,,,,,,,
418,,,05/02/2022 05:25,16.5,,,38,38.875,38.25,37.625,37.5,38.375,37.25,38.125,38.25,38.5,36.875,37.875,38.375,38.875,38.75,38.875,37.625,38.125,38,38.375,37.5,37.125,38.125,,,,,,,,
419,,,05/02/2022 05:55,17,,,38.75,38.375,39,37.75,37.75,38,37.25,38.125,38,38.25,37.625,37.75,38,38,38.5,38.125,37.125,37.875,38.25,38.125,38.125,37.25,37.75,,,,,,,,
420,,,05/02/2022 06:25,17.5,,,38.75,39.125,38.25,38.875,37.375,38.625,37.875,38.25,38,38.375,38.125,37.75,38.5,37.375,37.625,37.75,37.125,37.5,38.625,37.875,37.125,37.5,39,,,,,,,,
421,,,05/02/2022 06:55,18,,,38.25,38.375,37.75,38.5,37.875,38.375,38,38,37.875,37.875,37.25,37.75,37.625,37.875,37.75,38.25,36.75,37.625,38.375,37.875,37.75,37.125,38.25,,,,,,,,
422,,,05/02/2022 07:25,18.5,,,38.625,38.375,38.25,37.75,37.5,38.375,38.125,38.25,38.5,38.625,36.875,37.75,37.625,38,38,39,37,38.125,37.75,38.125,37.375,36.875,38.25,,,,,,,,
423,,,05/02/2022 07:55,19,,,38.125,38.375,38.25,37.75,37.5,37.625,38.125,38.375,37.75,38.375,37.25,38.75,38.125,38.625,38.125,38,36.875,38.375,38,38.125,37.375,37,38.25,,,,,,,,
424,,,05/02/2022 08:25,19.5,,,38,38.625,38.125,37.625,37.875,37.625,37.625,38.25,38.125,37.875,37.375,38.5,37.75,38.875,38,38.125,36.875,37.75,37.75,38.125,37.25,37.375,38.375,,,,,,,,
425,,,05/02/2022 08:55,20,,,38.25,38.625,38.375,37.5,38,37.875,37.5,38.5,38.75,38,37.375,37.875,37.625,39,38.625,38,36.5,37.625,37.5,38.875,38,37.25,38,,,,,,,,
426,,,05/02/2022 09:25,20.5,,,38.5,38.875,38.25,37.875,37.375,37.875,38,38.375,39,38,37.625,38.125,37.25,38.375,38,38.375,37.375,37.875,37.75,38,37.375,37.375,38.375,,,,,,,,
427,,,05/02/2022 09:55,21,,,38,38.25,38.5,39,37.375,38.5,37.75,38.375,38.625,38.25,36.75,37.75,38.125,37.5,38.25,38.625,37.75,37.75,37.875,37,37.5,37.375,38.25,,,,,,,,
428,,,05/02/2022 10:25,21.5,,,38.125,38.125,38.25,38.25,38.375,38.5,37.375,38.25,38,38.125,36.625,37.375,37.5,36.875,37.5,38.125,37.25,38.75,38.625,37.625,37.375,37.625,37.875,,,,,,,,
429,,,05/02/2022 10:55,22,,,38.375,38.375,37.5,37.625,38.25,38,37.25,38.125,38,38,37.625,37.375,38,37.625,37.75,37.625,36.875,38,38.75,37.5,37.75,37.375,38.125,,,,,,,,
430,,,05/02/2022 11:25,22.5,,,38,38.875,38,37.625,37.875,37.75,37.75,38.375,38.625,37.375,37.875,37.625,37.875,38.375,38.625,38.25,36.375,38.375,37.875,37.625,37.25,37,38.375,,,,,,,,
431,,,05/02/2022 11:55,23,,,38.5,38.5,38.375,38.5,37.5,37.375,37.875,38.375,38.25,37.75,37,37.75,37.125,38,39,38.875,36.875,38.375,38.25,38,38,37,38.125,,,,,,,,
432,,,05/02/2022 12:25,23.5,,,37.75,38.875,38.125,37.75,37.875,38.25,37.125,38,37.625,38.125,37,37.875,36.875,38.25,37.875,38.5,37,37.875,38,38.875,37.25,37.125,38,,,,,,,,
433,,,05/02/2022 12:55,0,,,37.875,38,37.875,37.75,37.75,37.75,37.5,37.875,37.625,37.5,36.625,37.125,37.375,37.75,37.75,37.375,36.625,37.75,37.375,37.75,37.625,37.125,37.625,,,,,,,,
434,,,05/02/2022 13:25,0.5,,,37.375,37.75,37,37.375,37.25,37.5,37.25,37.75,37.75,37.625,36.625,37.25,37.125,38,37.75,37.625,36.375,37.75,37.375,36.875,37.75,36.625,37.375,,,,,,,,
435,,,05/02/2022 13:55,1,,,37.125,37.625,37.125,37.25,37.5,37.5,36.5,37.5,37.625,37.375,36.5,37.375,37.25,37.375,37.25,37.625,36.75,38.125,37.375,37.25,37.25,36.5,37.875,,,,,,,,
436,,,05/02/2022 14:25,1.5,,,37.25,37.125,37.375,37.25,37.25,37.625,36.25,37.625,37.375,37.625,36.75,36.875,37,37.25,37.125,37.125,36.375,37.875,37.375,37.25,37.875,37.125,37.625,,,,,,,,
437,,,05/02/2022 14:55,2,,,37,37.875,37.375,37.125,37.125,37.375,36.125,37.625,37.5,37.5,36.625,36.75,36.75,37.875,37.375,36.875,36.5,37.75,37.75,37.375,36.75,36.875,37.5,,,,,,,,
438,,,05/02/2022 15:25,2.5,,,37.25,37.875,37.375,36.125,37.375,37.5,36.625,37.625,37.375,37.75,36.875,37,37.125,37.375,37.375,37.75,36.875,37.875,37.375,38.375,37.625,37,37.875,,,,,,,,
439,,,05/02/2022 15:55,3,,,37.125,37.75,37.375,37.375,37.25,37.375,36.625,38.5,37.5,37.5,37.75,37,37.125,37.125,37.5,37.25,37,38.75,37.875,37.625,37.625,36.625,37.75,,,,,,,,
440,,,05/02/2022 16:25,3.5,,,37.125,37.75,37.5,37.625,37.25,38.25,37.25,37.75,37.5,37.125,37.25,37.875,36.625,37,38,37,37.25,37.875,38,37,37.75,37.25,37.75,,,,,,,,
441,,,05/02/2022 16:55,4,,,37.5,38.125,37.375,37.375,37.375,37.875,37,37.5,37.5,37.5,37.375,37.375,37.25,37.625,37.125,37.125,37.125,37.875,38.125,37.375,37.375,36.5,38,,,,,,,,
442,,,05/02/2022 17:25,4.5,,,37.375,37.875,37.5,37.75,37.25,37.5,37,37.375,37.5,37.5,36.75,37.5,37.125,38.375,37.75,37.625,37.25,37.875,37.75,37.375,37.125,36.75,38.125,,,,,,,,
443,,,05/02/2022 17:55,5,,,37.25,37.625,37.875,37.875,37.125,37.625,36.5,37.5,37.625,37.125,36.875,37.25,36.625,37.375,37.125,37.25,37.375,38,37.625,37.375,37.5,36.75,38,,,,,,,,
444,,,05/02/2022 18:25,5.5,,,37,37.625,36.875,37.375,37.25,37.75,36.5,37.125,37.375,37.375,36.625,37.25,36.625,36.625,37.125,37.375,37.375,38,37.625,37.625,37.5,36.625,38,,,,,,,,
445,,,05/02/2022 18:55,6,,,37.875,37.875,37.875,37.625,37.875,38.25,37.375,37.875,37.5,37.375,37.875,37.125,37.375,37.375,37.25,37.125,37.125,37.875,37.5,37.25,37.375,37,37.875,,,,,,,,
446,,,05/02/2022 19:25,6.5,,,37.5,37.875,37.625,37.625,38,38,36.75,37.625,37.375,37.875,37.125,37.25,37.125,37,37.25,37.875,37.375,37.625,37.75,37.75,37.375,36.75,37.875,,,,,,,,
447,,,05/02/2022 19:55,7,,,37.5,37.75,37.75,37.625,37.625,37.875,36.875,37.625,38.125,37.625,37.25,37.625,36.75,37.375,37.625,37.375,37.625,37.625,37.75,37.625,37.25,37,37.875,,,,,,,,
448,,,05/02/2022 20:25,7.5,,,37.5,37.625,37.75,37.625,37.125,37.875,36.625,37.875,37.875,37.625,36.75,37.375,36.75,37.5,37.875,37.5,37.5,37.625,37.75,37.75,37.25,37.125,37.375,,,,,,,,
449,,,05/02/2022 20:55,8,,,37.75,37.75,37.5,37,37.25,38.25,37.375,37.875,37.875,37.75,37,37.25,37.125,37.25,37.375,37.5,37.375,37.625,37.625,37.625,37.375,37,38,,,,,,,,
450,,,05/02/2022 21:25,8.5,,,37.75,37.625,37.125,37.25,37.375,38.25,37.125,37,37.875,37.5,36.75,37.25,37.25,37.25,37.5,37.5,37.25,37.25,37.625,37.375,37.125,37.125,37.375,,,,,,,,
451,,,05/02/2022 21:55,9,,,37.875,37.375,37.375,37.375,37.5,37.375,36.875,37,37.625,37.375,36.625,37.125,36.625,37.625,37.875,37.625,37.25,37.625,37.375,37.75,37.875,36.375,37.625,,,,,,,,
452,,,05/02/2022 22:25,9.5,,,37.625,37.5,37.125,37.5,37.375,37.75,37.125,37.375,37.5,37.5,37,37.625,37.5,37.75,37.375,37.625,37.25,37.875,37,37.625,37.875,36.25,37.375,,,,,,,,
453,,,05/02/2022 22:55,10,,,38,38,37,37.625,37.5,37.75,37,37.875,37.75,38,36.375,37.125,36.5,37.875,37.5,37.625,37.375,37.75,36.875,37.625,37.5,36.875,37.5,,,,,,,,
454,,,05/02/2022 23:25,10.5,,,37.75,37.625,37.5,38,37.375,37.625,37.25,38.125,38,37.875,36.625,37,37,37.375,37.5,37.625,37.25,37.875,36.875,37.375,37.5,36.75,37.5,,,,,,,,
455,,,05/02/2022 23:55,11,,,37.75,37.75,37.5,37.25,37.375,37.25,37.875,38,38,37.125,36.25,37.25,36.625,38.25,37.75,37.625,37,38,37.625,37.375,37.625,36.75,37.625,,,,,,,,
456,,,06/02/2022 00:25,11.5,,,37.625,37.75,38.125,36.25,37.5,37.375,37.25,38,37.75,37.625,36.625,37.5,37.375,37.625,37.875,37,36.875,37.75,37.75,37.375,37.5,37.375,37.25,,,,,,,,
