Muestreo,Fecha,Hora,Fecha,ZT,Notas,Promedio,CTL1,CTL2,CTL3,CTL4,CTL5,CTL6,CTL7,CTL8,APS1,APS2,APS3,APS4,APS5,APS6,APS7,APS8,RPS2,RPS3,RPS4,RPS5,RPS6,RPS7,RPS8,,,,,,,,
1530,,,28/02/2022 09:25,20.5,,,38.125,38.25,38.375,38.375,37.25,37.625,38.125,37.875,39.25,38.5,37.875,38.375,37.75,37.75,38.875,38.875,37,37.75,37.25,37.875,38.125,37.75,38.5,,,,,,,,
1531,,,28/02/2022 09:55,21,,,38.375,38.625,38.5,38.125,37.75,37.25,37.5,38.25,38.625,38.375,37.875,38.5,37.75,38.25,38.875,38.75,38,38,37.625,37.875,38,37.75,38.5,,,,,,,,
1532,,,28/02/2022 10:25,21.5,,,38.375,38.25,37.5,38.125,38.375,37.25,37.5,37.875,38.375,38.5,38.625,38.25,37.5,39.25,38.5,38.375,37.125,38,38,38.125,37.75,37.5,38.5,,,,,,,,
1533,,,28/02/2022 10:55,22,,,38.25,38.75,38.75,38.625,38.25,37.875,37.875,38.375,37.75,37.875,38.125,37.875,37.375,38.875,37.875,37.625,36.625,38.625,37.875,38,37.875,38.125,38.5,,,,,,,,
1534,,,28/02/2022 11:25,22.5,,,38.125,38.5,38.375,37.25,36.875,37.75,37.875,37.75,37.875,38,37.5,38.125,38.5,37.625,38,38.5,36.75,38.5,38.75,38.125,38.375,37.625,38.25,,,,,,,,
1535,,,28/02/2022 11:55,23,,,38.25,38.625,38.75,38,37.625,38.25,37.625,38.625,38.125,38.75,38.125,38.125,37.375,37.375,38.75,39.25,37,37.875,38.75,39,37.75,37.125,38.125,,,,,,,,
1536,,,28/02/2022 12:25,23.5,,,38.125,38.625,37.625,38.125,37.875,37.625,37.125,37.75,37.5,38.25,37.75,38.75,36.875,38.625,38.25,38.625,36.75,38.125,38.125,38.125,37.625,37.125,37.75,,,,,,,,
1537,,,28/02/2022 12:55,0,,,37.5,38,37.5,37.875,37.125,37.625,37,37.5,36.875,37.75,37.125,38.375,37.125,38,37.625,37.625,36.625,38.625,37.625,38.375,37.875,38,38.75,,,,,,,,
1538,,,28/02/2022 13:25,0.5,,,37.625,37.75,37.625,37.125,37.125,37.375,37.375,37.625,37,37.625,37,37.75,37,37.75,37,37.75,36.625,38.5,38.625,39.25,38.75,37.5,38.25,,,,,,,,
1539,,,28/02/2022 13:55,1,,,37.625,37.375,37.375,37.375,37.25,37.25,37.5,37.75,37,37.75,36.875,37.5,37,36.75,37.5,37.5,36.375,38.625,37.875,39.125,38.125,37.375,37.875,,,,,,,,
1540,,,28/02/2022 14:25,1.5,,,37.75,37.25,37.5,37.25,37.25,37.25,37.125,37.625,36.875,37.625,36.875,37,37.25,36.875,37.5,37.375,36.75,38.25,37.875,38.25,37.875,37.25,38.125,,,,,,,,
1541,,,28/02/2022 14:55,2,,,37.75,37.375,37.625,37.125,37,37.25,37,38,37.125,37.625,37.125,37.25,37.125,37.375,37.875,37.375,36.875,38,37.375,38,37.375,37.25,38.5,,,,,,,,
1542,,,28/02/2022 15:25,2.5,,,37.75,37.25,37.5,37.125,37.125,37.375,38,37.625,37.25,37.625,36.875,37.5,38.125,37.5,37.625,37.125,36.875,37.875,37.375,37.75,37.875,37.125,37.875,,,,,,,,
1543,,,28/02/2022 15:55,3,,,37.75,37.5,37.375,36.75,37.375,37.375,37.5,37.875,37.375,37.875,36.625,37.125,37.375,37.5,37.375,37.125,37.125,37.75,37.875,38,38.125,37.5,38,,,,,,,,
1544,,,28/02/2022 16:25,3.5,,,37.5,38.375,37.375,36.125,37,37.5,37.25,37.625,37.375,37.875,36.5,37,37,37.375,37.125,37.75,37.25,37.75,37.875,38.25,37.875,37.5,37.75,,,,,,,,
1545,,,28/02/2022 16:55,4,,,37.75,37.5,37.625,37.25,37.5,37.25,37.25,37.875,37,37.375,36.75,36.875,37.25,37.375,37.625,37.375,37.5,37.875,37.625,38.25,38.125,37.375,37.5,,,,,,,,
1546,,,28/02/2022 17:25,4.5,,,37.75,37.625,37.375,38.125,37.25,37.25,37.375,37.625,37.125,37.5,36.375,37.625,37.125,37.75,38.375,36.75,37.25,37.875,37.75,38.125,37.875,37.5,37.375,,,,,,,,
1547,,,28/02/2022 17:55,5,,,37.75,37.75,37.25,37.875,37.5,37.25,37.125,37.5,37,37.625,36.75,37.625,37,37.5,37.625,37,37.5,37.875,38,38.125,37.375,37.5,37.25,,,,,,,,
1548,,,28/02/2022 18:25,5.5,,,37.625,37.375,37.375,37.25,37.5,37.125,37,37.625,36.75,37.625,36.875,37.375,38.25,37.375,37.375,37,37.375,38.125,37.5,38.25,37.5,37.125,37.375,,,,,,,,
1549,,,28/02/2022 18:55,6,,,37.625,37.75,37.625,36.875,37.25,37.5,37,38,37,37.75,36.75,37.5,37.5,37.375,37.5,36.5,37.5,38.375,37.75,38.25,37.875,37.375,37.625,,,,,,,,
1550,,,28/02/2022 19:25,6.5,,,37.625,37.75,37.75,37.125,37.25,38.625,37,37.625,37.125,37.25,36.75,37.25,37,38.875,37.5,37.25,37.25,37.875,38,38,37.625,37.5,37.625,,,,,,,,
1551,,,28/02/2022 19:55,7,,,37.625,37.375,37.5,36.5,37.375,37.625,37,37.25,37,37.625,36.375,37.25,37.625,37.75,38.125,37.5,37.25,38,37.875,38.375,38.375,37.5,37.5,,,,,,,,
1552,,,28/02/2022 20:25,7.5,,,37.625,37.625,37.75,36.875,37.5,38,36.875,37.75,37.375,37.625,36.75,37.25,37.375,37.5,37.875,37.375,37.625,38,37.875,38,37.875,37.625,37.75,,,,,,,,
1553,,,28/02/2022 20:55,8,,,37.625,37.875,37.625,36.25,37.375,37.875,37,37.5,37.375,37.25,37.25,37.25,37.5,37.625,37.75,37.5,37.625,38,37.5,38,37.375,37.375,37.75,,,,,,,,
1554,,,28/02/2022 21:25,8.5,,,37.625,39,37.25,37.125,37.5,37.375,37.75,37.375,37.375,37.25,37.125,36.625,37.75,37.5,37.75,37.125,36.875,37.625,38.125,38.375,37.75,37.375,37.5,,,,,,,,
1555,,,28/02/2022 21:55,9,,,37.75,37.875,37.375,37.125,38.125,37.5,37.625,37.75,37.25,37.625,36.625,37,37.125,37.625,37.625,37.25,37.25,37.875,38,38,37.625,37.375,37.625,,,,,,,,
1556,,,28/02/2022 22:25,9.5,,,37.75,37.5,37.125,37,37.875,37.25,37.875,38.25,37.375,37.5,36.875,36.875,37.25,37.5,37.5,36.625,37.25,37.75,38.25,38,37,37.625,37.375,,,,,,,,
1557,,,28/02/2022 22:55,10,,,37.625,38,37.625,38.125,37.25,37.75,38,37.5,37.625,37.875,36.875,37.5,37.375,37.625,37.75,37.125,37.25,38,37.875,38,37.5,37.375,37.75,,,,,,,,
1558,,,28/02/2022 23:25,10.5,,,37.625,37.875,37.375,38.375,37.25,37.75,37.625,37.25,37.75,37.625,37.125,37.125,38.125,37.875,37.75,36.75,37,38,37.5,38.125,38.125,36.875,37.25,,,,,,,,
1559,,,28/02/2022 23:55,11,,,37.875,37.5,37.125,37,37.75,37.25,37.875,37.5,38.125,38,37.125,37,37.625,37.75,37.5,37.5,37.125,38,37.75,37.875,37.75,36.75,37.625,,,,,,,,
1560,,,01/03/2022 00:25,11.5,,,38,37.5,36.375,36.25,38,38.25,37.75,37.125,38.25,37.375,36.875,36.75,37.375,37.625,37.5,38.625,37.5,37.625,37.5,37.875,37.75,37,38,,,,,,,,
1561,,,01/03/2022 00:55,12,,,38,37.875,36.75,37.25,37.875,38.125,37.625,37.125,38.375,38.5,38.5,37,37.25,37.75,37.375,38.5,37.5,37.75,37.75,37.75,37.25,37.5,38.25,,,,,,,,
1562,,,01/03/2022 01:25,12.5,,,38.75,38.5,37.75,37.625,38.5,38.125,38.375,38.375,38.125,38,37.5,38.5,38.375,38.375,38.25,37.875,37.5,37.75,38.75,38,37.375,37.25,38.125,,,,,,,,
1563,,,01/03/2022 01:55,13,,,38,39,38.5,38.875,38,38.625,38.125,38.25,38.25,38,37.25,38,38,38,38,37.125,37.75,39,38.25,37.5,37,37.5,37.875,,,,,,,,
1564,,,01/03/2022 02:25,13.5,,,38,38.625,37.75,37.25,38.125,38.125,38.375,38,38.375,38.75,37.5,37.5,37.375,37.75,37.75,37.625,37.625,38,37.375,38,38.5,37.25,37.875,,,,,,,,
1565,,,01/03/2022 02:55,14,,,38.375,38.5,37.75,36.25,38.625,38.5,38,37.625,38.125,38.375,37.25,37.75,37.75,39,38,38.25,38.25,38,37.875,37.875,38.25,37.5,37.75,,,,,,,,
1566,,,01/03/2022 03:25,14.5,,,38.375,38.5,37.875,37,39,38.25,38.375,38,38,37.875,37.625,37.5,37.625,37.875,37.75,38,38,37.75,38.875,38.25,37.875,37.625,38.375,,,,,,,,
1567,,,01/03/2022 03:55,15,,,38.25,38.375,38,38,38.625,38.5,38.125,38.375,38,38.375,38.25,38,37.625,38.375,38.375,37.625,38.125,37.625,38.625,38.125,37.875,37.5,38.625,,,,,,,,
1568,,,01/03/2022 04:25,15.5,,,38.75,38.25,38.25,37.625,38.75,38.75,38.125,38.375,38.5,39,38,37.875,37.75,38.125,38.125,37.5,38.25,38.75,39.125,38.875,38,37.25,38.125,,,,,,,,
1569,,,01/03/2022 04:55,16,,,38.75,38,37.75,37.875,38.875,38.375,38,38.375,38.75,39.25,38.375,37.875,38,38.25,37.75,37.75,37.875,37.75,38.25,39.25,38.125,37.75,38.125,,,,,,,,
1570,,,01/03/2022 05:25,16.5,,,38.75,38.125,37.875,37.875,39,38.75,38,38.375,38.125,38.625,38.75,38.875,38.125,39,38.125,37.875,37.25,38.5,38,38.25,37.875,37.5,37.375,,,,,,,,
1571,,,01/03/2022 05:55,17,,,39.125,38.25,38,38,38,38,38.125,38.25,37.75,39.25,38.125,38.625,39.125,39,38,37.75,37.125,38.75,38.125,38.375,38,38,38.25,,,,,,,,
1572,,,01/03/2022 06:25,17.5,,,38.25,38.375,38,38.5,37.625,38.125,38.375,38.875,38,39.125,38.125,37.625,38.125,38.5,38.375,38.125,38.375,37.625,39,38.125,38.125,37.125,38.5,,,,,,,,
1573,,,01/03/2022 06:55,18,,,38.75,39.125,38.25,37.125,37.75,38.125,38.125,38.25,38,38.25,37.75,37.625,37.75,38.75,38.375,38.25,37.625,37.5,39,38.875,37.375,37.875,38.375,,,,,,,,
1574,,,01/03/2022 07:25,18.5,,,38.375,38.25,37.875,37.25,37.875,38.25,38.125,38.5,38,37.5,38.125,37.75,38.75,39.125,39.375,38.75,37.25,37.75,38.125,38,37.375,37.875,37.875,,,,,,,,
1575,,,01/03/2022 07:55,19,,,38.25,38.875,37.75,37.5,37.875,38,38,38.25,38.5,37.875,37.75,39,38.25,38.5,39,38.25,37.125,38.125,38.25,38.125,37.625,37.5,38,,,,,,,,
1576,,,01/03/2022 08:25,19.5,,,38.125,37.875,37.5,37.625,37.875,37.75,37.875,37.625,39.25,39.125,37.875,37.75,37.5,38.25,39,37.5,37.25,37.75,38.125,38.125,37.625,37.5,38.125,,,,,,,,
1577,,,01/03/2022 08:55,20,,,38.375,37.875,37.5,36,38.625,37.75,37.625,38.125,38,39.125,38.75,37.375,37.5,38.125,38.375,38.875,38.25,37.25,37.875,38,37.375,37.5,38.25,,,,,,,,
1578,,,01/03/2022 09:25,20.5,,,38.25,38.5,38.75,36.75,39.125,38.25,38.125,38.5,37.625,38.5,38,38,38.25,38.375,38.25,38.125,38.625,38.375,38.375,37.75,37.375,37.75,37.875,,,,,,,,
1579,,,01/03/2022 09:55,21,,,38.625,39,38.375,37.25,38.875,37.75,38.625,38.875,38.625,38.75,37.875,38.375,38,38.625,38.25,38.75,38,37.75,37.875,39.125,37.25,37.625,38.625,,,,,,,,
1580,,,01/03/2022 10:25,21.5,,,38.375,38.75,38.375,37.875,38,37.75,38,38.875,38.25,38.875,38.25,37.875,37.625,39.125,38.875,39.25,37.25,37.625,38.375,37.75,37.75,37.625,38.375,,,,,,,,
1581,,,01/03/2022 10:55,22,,,38.125,37.625,37.875,38.75,37.375,38.375,38.25,38.25,38,37.625,38.5,38.125,37.5,38.375,38.625,38.75,37.875,37.625,38.5,37.75,37.375,37.875,38.25,,,,,,,,
1582,,,01/03/2022 11:25,22.5,,,38.625,38.5,38.625,38.375,37.125,38,37.625,37.75,38.125,38.625,37.25,38.25,37.75,37.5,38.25,38,38.375,38.75,38.25,37.875,37.625,38,38.25,,,,,,,,
1583,,,01/03/2022 11:55,23,,,38.25,37.875,38.375,38.125,37.875,37.75,37.375,37.875,37.875,38.5,38.125,38.625,38.5,37.875,38.625,38.125,37.875,37.875,38.375,38.75,37.875,37.75,38.625,,,,,,,,
1584,,,01/03/2022 12:25,23.5,,,37.875,38.5,38.375,38.25,38.375,37.5,37.75,38,37.125,37.375,37.125,38.375,38.25,38,38.625,38.75,37.5,38,38.875,38,37.875,37.375,37.875,,,,,,,,
1585,,,01/03/2022 12:55,0,,,38,38.125,38,37.625,37.75,37.5,37,38,37,37.25,37.5,37.5,37.75,38.25,38.125,38.125,37.25,38.75,38.25,38.375,36.625,37.875,38.375,,,,,,,,
1586,,,01/03/2022 13:25,0.5,,,37.875,37.875,37.875,37.375,37.625,37.5,37,37.875,37.25,37,37,37.75,37.25,37.75,38,37,36.875,38.5,37.875,39,37.875,36.875,38.125,,,,,,,,
1587,,,01/03/2022 13:55,1,,,38,37.5,37.375,36.5,37.375,37.5,37.375,37.625,36.75,37.25,36.875,37.25,37,37.25,37.75,36.875,36.875,38.375,37.75,37.875,37.125,37.125,38,,,,,,,,
1588,,,01/03/2022 14:25,1.5,,,37.75,37.5,37.625,37,37.125,37.375,37.125,37.125,37,37.375,36.75,37.125,36.875,37.375,37.25,36.5,37.125,38,38.25,38.25,37.25,36.875,38.25,,,,,,,,
1589,,,01/03/2022 14:55,2,,,37.625,37.25,37.875,36.625,37.25,38.375,37.25,37.5,37,37.625,36.75,36.875,37.25,37.375,37.5,36.875,37,37.75,37.875,38.125,38,37.125,38,,,,,,,,
1590,,,01/03/2022 15:25,2.5,,,37.625,37.375,37.625,36.875,37.25,37.875,37.125,37.625,37.125,37.25,37.5,37.25,37.125,37.25,37.375,36.875,37.375,37.875,37.625,37.625,37.375,37.125,37.625,,,,,,,,
1591,,,01/03/2022 15:55,3,,,37.875,37.25,37.75,37.375,37.375,37.625,37.25,37.75,37.125,37.25,36.75,37.25,37.25,37.25,38.125,37.125,37.375,37.5,37.625,37.625,37,36.75,37.75,,,,,,,,
1592,,,01/03/2022 16:25,3.5,,,37.75,37,37.375,37.375,37.375,37.625,37.25,37.75,37.25,36.875,37,37.25,38.5,37.5,37.75,37,37.125,37.75,37.125,37.5,37.625,36.5,37.5,,,,,,,,
1593,,,01/03/2022 16:55,4,,,37.75,38.625,37.25,37.875,37.375,37.5,37.375,37.25,37.375,37.125,36.875,36.875,37.375,37.375,37.75,37.125,37.75,38.25,37.875,37.75,37,37,37.625,,,,,,,,
1594,,,01/03/2022 17:25,4.5,,,37.75,38.25,37,37,37.125,37.5,37.125,37.5,37.5,38,37.125,37.625,37.125,37.5,37.5,37,37.75,38,37.5,37.875,37.25,37,37.75,,,,,,,,
1595,,,01/03/2022 17:55,5,,,37.625,37.5,37.25,37.25,37.25,37.375,37.25,38.375,37.25,36.625,36.875,37.375,37.25,37.375,37.25,37.125,37.625,37.875,37.75,37.875,37.375,37,37.75,,,,,,,,
1596,,,01/03/2022 18:25,5.5,,,37.5,37.5,37.875,37.125,37.25,37.375,38.5,37.625,36.75,37.125,37.125,37.125,37.125,37.25,36.625,37.125,37.625,37.625,37.625,37.875,36.75,37.75,37.125,,,,,,,,
1597,,,01/03/2022 18:55,6,,,37.25,37.25,37.625,37.125,37.25,37.375,37.375,37.375,37.125,36.875,36.5,37,37.25,37.125,37.75,36.625,37.75,37.75,37.375,37.625,37.5,37.625,37.375,,,,,,,,
1598,,,01/03/2022 19:25,6.5,,,37.375,37.125,37.375,36.875,37.5,37.5,37.5,37.5,36.875,37.25,36.5,36.875,37.25,37.125,37.5,37.25,38.125,37.75,37.625,37.5,37.125,37.375,37.375,,,,,,,,
1599,,,01/03/2022 19:55,7,,,37.875,37.5,37.625,36.875,37.375,38.625,37.5,37.625,37.25,36.875,37,37,37.375,37.25,37.25,36.875,37.875,37.75,37.625,37.25,37.25,37.25,37.5,,,,,,,,
1600,,,01/03/2022 20:25,7.5,,,37.5,37.625,37.125,37.25,37.125,38.125,37.625,37.625,37.25,37.25,36.875,37,37.25,36.875,37.125,37.125,37.875,37.875,37.375,38.125,37.375,37.625,37.25,,,,,,,,
1601,,,01/03/2022 20:55,8,,,37.5,37.5,37.375,37.375,37.5,38,37,37.5,37.5,37.25,36.875,37.625,38,37.375,37.375,37.25,38,38,38.125,38,37.5,37.5,37.375,,,,,,,,
1602,,,01/03/2022 21:25,8.5,,,37.5,37.25,37.25,36.25,36.875,37.75,37.25,37.625,37.75,37,36.75,37.5,38,37.25,37.25,37,38,38.125,38,38.5,37,37.375,37.375,,,,,,,,
1603,,,01/03/2022 21:55,9,,,37.5,37.25,36.875,36.125,37.375,37.875,37.25,37.75,37.75,37.375,36.875,37.375,37.25,37.625,37.5,37.375,38,37.75,37.75,38.125,37.375,37.375,37.25,,,,,,,,
1604,,,01/03/2022 22:25,9.5,,,37.5,37.375,36.875,36.75,37.375,37.875,36.875,37.75,37.75,37.375,37.125,37.75,37.375,37.25,37.5,37,38,37.75,37.625,38,36.75,37.375,37.5,,,,,,,,
1605,,,01/03/2022 22:55,10,,,37.625,37.125,36.875,37.75,37.625,37.75,36.875,37.625,37.625,38.125,37.125,37.875,37.75,37.125,37.5,37.375,37.875,37.875,37.5,37.75,37.625,37.25,37.5,,,,,,,,
1606,,,01/03/2022 23:25,10.5,,,37.375,37.375,36.5,37,37.375,37.75,37.25,37.375,38.125,38.5,38.375,37.125,37.375,37.25,37.125,37.5,37.625,37.5,38.125,37.5,37.25,37.5,37.5,,,,,,,,
1607,,,01/03/2022 23:55,11,,,38.25,39,38.625,38.875,37.875,38.75,38.5,37.625,38.125,38.375,37.625,37.5,37.25,38,37.625,39,37.75,38,37.625,37.125,37.375,37.25,37.375,,,,,,,,
1608,,,02/03/2022 00:25,11.5,,,37.875,38.125,37.875,38.875,37.375,38.75,38.625,38.875,37.75,37.875,37.375,37.375,39.125,39.25,38.25,38.5,37.5,37.875,37.5,37.5,37.5,37,37.75,,,,,,,,
1609,,,02/03/2022 00:55,12,,,38,38.375,37.625,38,37.75,38.125,38,38.25,38.25,38.75,38.5,37.375,38.5,38.75,38.75,38.375,38,38,37.75,37.625,37.5,36.625,38.375,,,,,,,,
1610,,,02/03/2022 01:25,12.5,,,37.75,37.875,37.375,36.375,38.375,37.75,38,38.25,37.5,37.5,37.5,38.375,38.5,38.25,38.5,37.875,38.25,37.75,38.375,38.5,37,37.5,38.25,,,,,,,,
1611,,,02/03/2022 01:55,13,,,37.625,38.25,37.75,36.25,38.5,37.375,37.75,37.75,37.375,37.875,37.75,37.875,38.25,38.625,38.25,37.625,38,37.75,38.125,38.125,37.375,37.625,38.125,,,,,,,,
1612,,,02/03/2022 02:25,13.5,,,38.125,38.25,37.5,38.125,38.5,38,37.625,38.25,37.75,38.25,37.875,37.625,37.75,38.5,37.875,37.875,37.625,38,38.75,37.375,38.625,37.25,37.5,,,,,,,,
1613,,,02/03/2022 02:55,14,,,38.25,38.375,37.375,37.25,38.375,38.375,38.375,38.125,38.75,38.125,38.25,37.875,38,39,37.625,38,37.875,39,38,37.5,37.875,37,38.25,,,,,,,,
1614,,,02/03/2022 03:25,14.5,,,37.875,38.375,37.625,37.375,38.25,38.625,38.5,37.875,38.875,38.25,38,37.75,37.75,38.125,37.75,37.25,37.375,38.25,38,37.75,37.5,37.75,38,,,,,,,,
1615,,,02/03/2022 03:55,15,,,38.25,38.25,37.25,37.375,38.25,38,38.5,37.625,38.125,38.125,37.75,37.5,39,37.75,37.875,37.125,38.625,38,38.375,37.875,37.75,37.625,38.25,,,,,,,,
1616,,,02/03/2022 04:25,15.5,,,38.375,38.25,38.625,37.125,38.75,38.375,38.125,38.125,38,38.875,38,38.625,38.5,37.875,38,37.875,38.5,39.125,38.875,39.125,38,37.875,37.75,,,,,,,,
1617,,,02/03/2022 04:55,16,,,38.625,38.25,38.375,37.5,39,38.375,37.875,37.875,38.125,37.875,37.625,37.75,37.625,37.75,38.125,38.375,38.375,38.25,38.375,39.375,38.125,37.875,38.5,,,,,,,,
1618,,,02/03/2022 05:25,16.5,,,38.25,38.25,38.375,38.125,38,38.75,38.375,38.25,38.875,38.375,37.375,38,37.875,38.25,38.5,38.125,37.75,39.125,37.625,38.375,39,37.875,37.625,,,,,,,,
1619,,,02/03/2022 05:55,17,,,38.375,38.5,38.375,37,38,38.375,38.75,38.75,38.625,38.875,38.125,38.875,37.75,38.875,38.25,38.75,38.125,38.5,38.25,38.25,38.625,37.5,38.375,,,,,,,,
1620,,,02/03/2022 06:25,17.5,,,38,38.5,38,37.25,38.25,38.125,38.375,39,38.5,38.875,38,38,38.125,38.75,38.875,38.25,38,37.875,38.75,37.875,38.125,37.75,38.375,,,,,,,,
1621,,,02/03/2022 06:55,18,,,38.875,38.625,37.875,37.875,38.25,37.625,37.875,38.5,38.125,38.625,38.25,37.875,38.75,37.875,39,38.625,37.25,37.875,38,38.125,38.625,37.75,38.875,,,,,,,,
1622,,,02/03/2022 07:25,18.5,,,38,38.875,38.125,38.875,39.25,38.25,38,38.75,37.875,37.5,37.5,37.5,37.75,37.875,38.875,38.25,37,37.75,37.875,38.25,37.375,37.5,38.125,,,,,,,,
1623,,,02/03/2022 07:55,19,,,38.125,38.375,37.625,38.75,38.625,38.25,37.875,38.125,38.125,38,37.5,37.75,37.75,37.625,38.625,37.5,36.75,37.875,38.25,38.875,38,37.75,37.375,,,,,,,,
1624,,,02/03/2022 08:25,19.5,,,38.25,38.25,37.75,37.5,37.75,38.25,37.875,38.125,38.25,38.5,37.75,37.75,37.375,38.625,38.125,37.625,37,38,38.125,38.125,37.625,38.875,37.5,,,,,,,,
1625,,,02/03/2022 08:55,20,,,37.625,38.25,38.5,36.875,38,38.375,37.75,38,38.75,39.25,38.375,37.5,38.875,38.625,38.375,37.875,37.75,38.625,38.25,37.5,38.75,37.625,37.625,,,,,,,,
1626,,,02/03/2022 09:25,20.5,,,38.5,39.375,38.875,37.375,37.75,38.625,38.125,38.125,38.625,38.5,38,38.125,38.5,38.375,38.375,37.5,38.5,38.25,38.625,37.625,38.375,37.875,37.75,,,,,,,,
1627,,,02/03/2022 09:55,21,,,38.375,38.125,38.125,37.75,38.25,38.375,38.875,38.5,37.5,38.625,37.625,38,38.75,37.5,39.125,39.125,37.875,37.25,39,37.625,37.375,37.75,37.25,,,,,,,,
1628,,,02/03/2022 10:25,21.5,,,38.5,38.625,38.75,37.375,39,37.875,38.625,38.125,38,39,37.75,38,37.875,37.75,38.25,38.25,36.625,37.5,38,37.625,37.5,37.75,38,,,,,,,,
1629,,,02/03/2022 10:55,22,,,38.5,38.875,38,38.75,38.25,38,38.125,37.125,38.375,38.125,37.875,37.375,37.75,37.375,38.375,37.625,37.5,37.75,38.375,38,37.625,38,37.75,,,,,,,,
1630,,,02/03/2022 11:25,22.5,,,37.5,38.625,38.25,37.75,37.5,37.625,37.375,38.5,37.75,37.25,38.5,37.75,37.25,38,37.875,37.5,37.875,37.875,38.125,37.875,37.75,37.875,38.375,,,,,,,,
1631,,,02/03/2022 11:55,23,,,38.5,37.875,38.125,38.625,37.25,38.375,37.25,38.875,37.875,37.625,37.5,38.5,37.5,38.5,39,37.75,37.875,38.125,37.875,38.25,37.875,38.375,38.25,,,,,,,,
1632,,,02/03/2022 12:25,23.5,,,38,38.25,38.5,38.25,38.125,38,37.25,37.875,37.25,38.25,37,38,37.625,38.25,38.125,38,37.125,38.375,37.875,39.125,38.25,38.25,38,,,,,,,,
1633,,,02/03/2022 12:55,0,,,37.125,38.375,38.25,38.5,37.25,37.75,37.125,37.5,37,37.5,37.25,37.5,37.375,37.25,38,38.375,37.375,38.625,37,38.375,38.25,37.875,38.5,,,,,,,,
1634,,,02/03/2022 13:25,0.5,,,37.75,38.5,38.375,38.625,37.75,37.75,37.625,38.125,37.375,37.25,36.875,37.25,37.125,37,37.5,37.875,38.25,39.25,38.25,39,38.375,37.625,38.25,,,,,,,,
1635,,,02/03/2022 13:55,1,,,37.875,38,37.75,38,38,37.625,37.5,37.625,37.25,37.375,37.125,37.125,36.875,37.125,37.625,37.125,38,38.625,38.125,38.625,38.125,37.375,38.125,,,,,,,,
1636,,,02/03/2022 14:25,1.5,,,37.75,38,37.625,37.125,37.625,37.375,37.375,37.875,37.375,37.375,36.75,37.125,37,36.875,37.25,37,37.75,38.375,38.25,38.25,37.625,37.375,38.125,,,,,,,,
1637,,,02/03/2022 14:55,2,,,37.625,37.625,37.875,37,37.625,37.375,37.25,37.875,37.625,37.25,36.625,36.875,36.875,37.25,37.375,37.125,37.625,38.125,38,37.625,38.125,37.5,38.375,,,,,,,,
1638,,,02/03/2022 15:25,2.5,,,37.75,37.625,37.375,38.875,37.75,37.25,37,37.25,37.625,37.375,36.375,37,37.75,36.625,37.375,36.875,38.25,38,37.625,37.75,37.875,37.375,38.125,,,,,,,,
1639,,,02/03/2022 15:55,3,,,37.75,37.375,37.75,38,37.625,37.25,36.625,37.625,37.625,38,37.375,37.375,37.75,37.5,37.375,37,38.5,38.5,38,37.875,38,38.375,38.375,,,,,,,,
1640,,,02/03/2022 16:25,3.5,,,37.5,38.25,37.875,38.5,37.875,37.625,37.5,38.5,37.375,37.5,37,37.625,37.25,37.75,37.375,37.125,38,38.75,38.125,38.5,38.5,38.25,38.375,,,,,,,,
1641,,,02/03/2022 16:55,4,,,37.75,37.75,38,37.625,38.25,37.75,37.25,38.625,37.375,37.125,36.625,37,36.875,37.625,37.375,36.875,37.875,38.25,37.875,38.25,37.75,37.5,37.75,,,,,,,,
1642,,,02/03/2022 17:25,4.5,,,37.625,37.75,37.75,36.125,37.375,38.125,37.125,38,37.375,37.5,36.375,37.25,37,37.75,37.5,37.125,37.75,37.875,37.75,37.875,37.75,37.25,37.625,,,,,,,,
1643,,,02/03/2022 17:55,5,,,37.625,37.75,37.75,37.125,37.625,37.5,36.75,37,37.5,37.5,37,37.125,36.75,37.5,37.75,37.125,37.75,38,37.5,37.875,38.125,37.25,37.25,,,,,,,,
1644,,,02/03/2022 18:25,5.5,,,37.75,37.875,37.375,37.25,37.625,37.625,36.75,37.5,37.125,37.25,36.75,37.25,37,37.5,37.375,36.75,37.625,37.875,37.5,38.375,37.625,37.25,37.75,,,,,,,,
1645,,,02/03/2022 18:55,6,,,37.875,37.625,37.125,37.75,37.5,37.375,37.375,37.5,37.25,37.25,36.875,37.25,36.875,37.5,36.875,37,37.625,37.875,37.625,37.875,37.625,36.875,37.625,,,,,,,,
1646,,,02/03/2022 19:25,6.5,,,38,37.25,37,36.875,37.5,37.5,37.625,37.125,37.125,37.5,36.625,37.125,36.875,37.5,37.375,36.625,37.375,37.625,37.5,37.75,38,37,37.375,,,,,,,,
1647,,,02/03/2022 19:55,7,,,37.75,37.625,37.25,36.75,37.75,37.75,37.375,37.625,37.375,36.875,36.75,36.875,37.25,37.5,37.375,36.625,37.5,37.625,37.625,37.75,37.75,37,37.125,,,,,,,,
1648,,,02/03/2022 20:25,7.5,,,37.75,37.25,37.375,36.625,37.75,37.75,37.125,37.375,37.5,37.25,36.625,37,37.125,37.25,37.5,36.625,37.25,37.75,37.625,37.375,38.125,37.125,37.375,,,,,,,,
